,social_beta,governance_beta,environment_beta
withdrawn,-1.6200000000000003,-0.801666666666666,6.826111111111111
missouri,-2.49939393939394,-2.2289898989898984,-2.649191919191919
scenario,-1.64125,-0.5643749999999996,-2.4268749999999994
crew,0.803333333333333,1.2870833333333331,0.776666666666667
capitalize,-3.6255555555555548,-1.979444444444444,-6.068333333333334
prospectus,-0.9546666666666669,-0.40199999999999986,1.424666666666667
competes,1.931764705882353,0.44137254901960765,3.7864705882352956
grain,-2.1647619047619053,-2.224047619047619,-1.1169047619047618
mm,-0.5320000000000004,-0.3269999999999998,-1.2049999999999996
tend,0.3810989010989008,-0.6023076923076924,-1.3231868131868134
southeastern,-1.0719999999999998,-0.8393333333333333,2.326
liftings,0.49874999999999997,1.917083333333333,5.1483333333333325
granite,-0.783296703296703,-0.7713186813186814,1.3363736263736263
fit,0.0861904761904763,-0.7926190476190479,-3.5402380952380965
addressed,0.41263157894736746,-1.0331578947368412,-6.2226315789473645
converting,-0.04952380952381007,-0.5759523809523811,-0.12357142857142811
egpc,-0.4126315789473681,1.033157894736843,6.222631578947374
roadrunner,-1.2021052631578943,-3.766842105263159,-2.356315789473685
adequacy,0.5573333333333327,0.3206666666666665,3.9660000000000015
partitioned,0.1422222222222225,-0.19277777777777716,1.1016666666666657
nsai,-0.44533333333333364,-0.06999999999999973,-0.963333333333333
kurdistan,0.35466666666666663,1.6340000000000003,1.1033333333333328
recipient,0.48219780219780234,0.9998901098901102,2.542747252747253
african,-0.12767676767676747,1.4336363636363634,-1.1724242424242424
proximity,1.0837499999999998,0.12312499999999994,2.41375
memphis,-1.7043137254901972,-2.6609803921568633,-1.5119607843137253
pennzenergy,-1.002105263157895,0.8015789473684216,-0.4826315789473696
offloading,-0.6114285714285717,1.6978571428571436,1.6145238095238104
ueom,-0.7915789473684218,-3.977368421052632,-7.461578947368422
pooling,1.11,0.8150000000000001,2.189
plank,-0.4126315789473681,1.033157894736843,6.222631578947374
mckee,-0.2141176470588234,-0.02568627450980396,1.495882352941178
eni,-0.5147619047619053,-0.8573809523809525,-3.1454761904761908
inlet,-0.8820833333333336,-0.7191666666666666,-0.5941666666666667
vinyl,1.6610526315789482,-0.24052631578947387,4.138421052631582
linked,-4.987368421052625,-2.422631578947365,-7.706842105263149
inclusive,,,
done,-0.896,-0.5433333333333333,-3.380666666666667
distributor,0.2929166666666667,-0.45041666666666647,-2.82125
curtailed,2.0855555555555556,1.365,-1.2072222222222224
rupture,-0.49866666666666665,-0.5326666666666666,2.1873333333333345
nonmonetary,1.2431249999999996,0.5606249999999998,3.3825000000000003
koch,-0.40266666666666673,-1.584666666666667,0.538000000000001
rita,2.43,2.6094444444444442,2.409444444444444
elk,1.2328571428571435,0.6259523809523813,4.785476190476192
question,-0.07875000000000011,-1.4674999999999998,0.24187500000000095
conference,-1.3231372549019615,-2.3272549019607855,-2.5899999999999994
defines,0.049374999999999974,-0.07062499999999995,-1.1549999999999994
catastrophic,-1.410666666666667,-1.3593333333333335,-2.914000000000001
diversification,0.8925490196078429,-0.4488235294117649,-0.707647058823529
positioned,3.065263157894735,-0.18052631578947387,-0.11736842105263139
grand,0.3574999999999998,-0.5504166666666666,-1.7524999999999995
frank,0.17010101010101034,0.9481818181818183,-1.1164646464646466
nonpayment,-1.5773737373737369,-1.7831313131313127,-2.1710101010101
computing,0.31812499999999966,-0.39875,-2.426875
assignment,1.3133333333333332,0.059444444444444404,4.803888888888888
workovers,1.8150000000000004,1.3606249999999998,1.8887499999999995
wastewater,-0.3013333333333337,-0.11399999999999981,2.744666666666667
marked,-0.12562500000000024,-0.16437499999999977,-0.701875
denver,-0.08263736263736281,-1.0176923076923077,-3.072637362637364
harris,-0.04476190476190488,-0.7545238095238102,-1.2497619047619046
arithmetic,0.17131313131313122,0.4033333333333333,2.575050505050505
investigate,0.9591208791208791,0.2526373626373628,1.3954945054945065
ether,-2.0298989898989896,-1.1548484848484846,0.5118181818181817
wisconsin,-1.4200000000000002,-1.9029999999999998,-2.5669999999999997
specialized,-0.6643137254901963,-1.6841176470588242,-2.554705882352942
effected,1.34625,1.6637499999999996,3.923125
stipulation,-0.15736263736263753,-0.14956043956043938,0.6636263736263741
nonoperating,1.0145454545454538,0.525959595959596,-1.0033333333333336
landandoffshoremember,2.4926315789473703,1.8121052631578949,-3.714210526315793
continentalmember,2.4926315789473703,1.8121052631578949,-3.714210526315793
highway,-1.2101098901098908,-2.0484615384615394,-3.9143956043956054
titled,-1.8447058823529419,-1.0605882352941178,3.4060784313725514
profitable,-4.987368421052625,-2.422631578947365,-7.706842105263149
perspective,-0.30745098039215707,-1.14686274509804,-3.0880392156862757
div,-0.39450980392156904,0.3625490196078429,3.7547058823529427
competitiveness,-0.9120000000000003,-0.3193333333333334,-0.48200000000000004
addressing,,,
mmcfpd,0.7033333333333334,2.8072222222222227,1.8349999999999989
germany,0.6347474747474745,0.5805050505050503,-1.8619191919191918
sub,0.17866666666666653,-0.2526666666666668,0.1339999999999994
rio,-1.4138095238095243,-1.1497619047619048,-5.7688095238095265
skilled,-0.6562637362637366,-1.2154945054945059,-5.23747252747253
lowering,-1.5545098039215692,-0.997843137254902,-3.8880392156862755
viable,1.7493333333333332,0.9446666666666662,1.8646666666666676
renewed,,,
factual,0.7973333333333331,0.7873333333333332,2.6540000000000004
aosp,1.3311111111111102,2.7516666666666656,6.618333333333333
coupon,0.5290476190476191,0.5978571428571432,0.5669047619047618
cold,-1.0471428571428576,0.11452380952380967,-3.0164285714285737
burden,1.1041758241758246,-0.0946153846153849,2.364725274725276
removing,0.9631372549019606,0.46098039215686304,-1.193921568627451
ratified,0.45562499999999995,1.0168750000000002,5.195
replacing,-2.9366666666666656,-1.1238888888888883,0.7983333333333344
cutting,-0.8241666666666665,0.08374999999999999,-5.114166666666667
ig,1.050526315789474,1.812105263157896,8.096315789473694
excel,0.85375,0.6956249999999995,3.1987499999999995
chlorine,0.2144444444444441,-0.9261111111111111,3.9516666666666658
continuation,-0.05888888888888887,0.08722222222222238,-2.251666666666667
multiplying,0.9613186813186815,0.4130769230769228,1.7537362637362635
phmsa,-0.7995959595959596,-1.441717171717172,-0.48010101010100936
electrical,-3.6255555555555548,-1.979444444444444,-6.068333333333334
regime,-0.040000000000000153,1.1340000000000001,1.0486666666666664
establishment,,,
georgia,-1.0870329670329675,-0.3781318681318679,-2.0484615384615386
khalda,-0.4126315789473681,1.033157894736843,6.222631578947374
divestment,1.1173626373626373,0.9845054945054946,1.6900000000000002
ontario,-0.03041666666666681,0.49624999999999997,3.7608333333333333
cracking,0.6491666666666663,0.5454166666666664,3.8849999999999993
opening,,,
computer,-0.19222222222222232,-1.1349999999999998,-0.2294444444444446
parentmember,-1.1512499999999997,-0.5891666666666663,-3.3558333333333334
farris,-0.4126315789473681,1.033157894736843,6.222631578947374
lending,-0.9352380952380958,-0.6830952380952384,0.4169047619047624
repatriated,-0.23599999999999977,0.9530000000000003,-1.8730000000000004
jda,-1.3077777777777773,0.21833333333333346,1.668333333333333
handle,-1.299393939393939,-0.34414141414141386,-0.5946464646464648
caution,-1.6703030303030302,-0.7467676767676762,-1.3851515151515157
reclassify,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
setting,2.5284210526315785,1.6510526315789467,-0.05421052631579065
referenced,-0.5768421052631579,0.2931578947368419,9.219473684210527
weakening,-0.8818750000000002,0.32312500000000033,-2.39875
internationalexplorationandproductionmember,1.050526315789474,1.812105263157896,8.096315789473694
riskwe,-2.059583333333334,-2.7600000000000002,-3.1662500000000002
susquehanna,0.6568749999999995,-1.079375,-2.004374999999999
double,-0.3311111111111112,0.09833333333333316,-3.768333333333333
distinct,-2.0019047619047625,-2.0426190476190484,-1.3402380952380952
decade,-1.4172549019607847,-1.4645098039215687,-4.327254901960786
distributes,-2.266262626262626,-2.5306060606060607,-3.0598989898989895
reasonableness,0.018888888888888726,-0.08499999999999955,1.9316666666666662
incorrect,-1.454285714285715,-1.911666666666668,-4.728333333333336
fractionators,-0.8600000000000002,-1.4264285714285718,-1.1026190476190478
qatargas,1.0311111111111109,0.8349999999999997,2.090555555555556
imprecise,1.935757575757576,2.439090909090909,6.907777777777779
guyana,0.0412499999999999,1.36125,-0.9575
globally,-1.4480000000000004,-0.6579999999999998,-4.244666666666667
governs,0.5317171717171714,-0.7811111111111112,-0.8780808080808079
wheatstone,0.5588888888888892,2.3405555555555555,5.629444444444443
dkk,2.4926315789473703,1.8121052631578949,-3.714210526315793
lump,-1.025494505494506,-0.6132967032967036,-1.8132967032967036
cooperating,0.7082352941176472,0.6845098039215687,-2.680196078431374
flaring,-0.7849999999999996,0.8325000000000002,8.638749999999998
setoff,-0.690989010989011,-1.0328571428571438,0.9671428571428573
duke,-0.40285714285714297,-1.5597619047619053,-0.02642857142857149
nonfunctional,0.40549019607843156,0.6527450980392155,0.2017647058823521
edward,-0.6554166666666662,-0.7308333333333332,-0.5579166666666664
environmentally,0.24156862745098046,-1.2449019607843135,-3.401764705882354
failing,-0.801568627450981,-0.35862745098039284,-2.1900000000000004
narrow,1.4159999999999997,0.48600000000000015,0.4913333333333339
lineofcreditmember,0.023750000000000132,0.2233333333333332,4.125416666666667
domestically,-0.6773333333333335,-0.1059999999999998,-2.388666666666667
asserting,-0.5427450980392161,-0.6841176470588238,2.202156862745099
inherit,-0.8688888888888892,0.390555555555555,3.712777777777778
font,-0.8688888888888892,0.390555555555555,3.712777777777778
bonny,0.5033333333333326,-0.05944444444444417,-2.987222222222221
aromatics,-0.4184615384615387,0.5341758241758243,3.934175824175826
plantation,-1.9709803921568634,-1.8060784313725493,-1.7943137254901957
judgmental,-0.37400000000000005,-0.5269999999999998,-1.5350000000000001
mitigation,-2.4568749999999984,-1.0987499999999992,-3.1831249999999995
optional,-0.5768421052631579,0.2931578947368419,9.219473684210527
commissioning,1.917333333333333,0.9553333333333333,1.2193333333333338
contracting,-1.9947252747252755,-1.4770329670329672,-5.644065934065937
obtains,-1.0525490196078433,-0.25666666666666693,5.264901960784315
prt,0.33666666666666667,1.5016666666666658,7.557222222222221
sab,1.3573333333333333,1.2566666666666666,3.5286666666666675
variableinterestentityprimarybeneficiarymember,-1.8975824175824183,-1.5119780219780226,1.1187912087912089
modeling,-0.640879120879121,-0.3165934065934065,-0.518791208791209
accumulation,1.2838095238095242,1.3788095238095242,1.16452380952381
xbrli,,,
bidding,0.964761904761905,1.2526190476190475,1.6026190476190483
administered,-2.5037499999999997,-1.964374999999999,-3.3049999999999993
solvent,-0.0536263736263739,0.044065934065933954,1.8814285714285726
landmark,-0.5631372549019614,-0.1394117647058819,-4.535490196078432
larry,-0.027252747252747147,-0.3405494505494506,0.16494505494505532
misconduct,-0.5029166666666671,-0.5691666666666664,-0.65875
directional,0.4986666666666668,-0.2353333333333334,-6.526000000000001
sued,-1.0320879120879123,-0.44406593406593403,-0.18912087912087863
bushing,2.4926315789473703,1.8121052631578949,-3.714210526315793
vast,-0.5862500000000003,-0.9358333333333334,-2.648333333333334
ampco,1.050526315789474,1.812105263157896,8.096315789473694
authorizes,-0.494375,-0.4331249999999998,2.576250000000001
fraudulent,0.5975757575757573,-0.8390909090909091,2.027575757575758
exploring,-1.3663157894736835,-1.3489473684210516,-0.9173684210526319
remeasured,,,
encounter,-1.4977777777777774,-2.507222222222222,-2.8294444444444435
crane,-0.6743749999999996,0.06437499999999992,-1.748125
expended,-0.2986666666666667,-0.11666666666666664,4.755333333333335
nationalization,0.5915151515151513,0.5750505050505053,-0.0047474747474740946
absent,-0.22874999999999965,0.860625,-1.183125
fairvaluemeasurementsnonrecurringmember,0.04087912087912051,-0.4042857142857143,3.270439560439561
woodford,0.4852525252525251,-0.4659595959595963,1.635050505050505
mitigating,-1.617254901960785,-0.782156862745098,-4.30372549019608
allocating,-1.7584313725490204,-2.26450980392157,-3.409607843137256
yates,-0.15529411764705897,-0.10803921568627474,1.480196078431374
carryingreportedamountfairvaluedisclosuremember,-0.515604395604396,0.3713186813186815,0.22626373626373664
barrett,-0.7915789473684218,-3.977368421052632,-7.461578947368422
foundation,1.9966666666666668,1.6705555555555556,-1.7961111111111114
fails,-2.647499999999999,-2.03625,-1.9956249999999995
relies,0.6853333333333333,0.20333333333333306,0.7873333333333331
lima,0.2412499999999992,0.4487499999999996,4.3925
intersubsegmenteliminationsmember,-0.3022222222222219,1.0516666666666663,-1.898333333333334
jack,1.0991666666666666,0.2641666666666667,0.48083333333333356
antitrust,-1.0666666666666664,-0.5513333333333333,-4.839333333333333
operationsthe,-0.7881250000000001,-0.7581249999999996,3.079375
subsidiariescondensed,-1.5522222222222217,-0.3261111111111111,3.312777777777778
science,1.8671428571428574,1.3597619047619052,0.8169047619047625
resumed,2.6968421052631575,1.0721052631578942,1.0615789473684203
recommended,2.22125,1.0200000000000002,-0.551875
prudhoe,0.3349999999999999,0.46750000000000047,-0.27937500000000026
corrupt,-0.1362500000000001,0.0912500000000001,-2.0712500000000005
cracker,-1.007676767676768,-0.6316161616161613,1.447171717171717
oindicate,1.0804395604395602,0.7605494505494499,4.241868131868133
energyrelatedderivativemember,-3.1022222222222227,-2.6816666666666666,-4.1483333333333325
bushton,-2.402222222222222,-3.798333333333333,-5.420555555555555
inc,1.8853333333333335,0.48066666666666613,1.848666666666668
citizen,-0.7925274725274728,-1.2858241758241764,-5.015494505494506
aircraft,-0.9695833333333338,-0.6233333333333333,1.2475000000000003
kinderhawk,-3.3494736842105266,-3.4299999999999997,-7.91421052631579
landowner,-0.2904166666666667,-1.0629166666666667,2.062083333333334
krotz,-2.52842105263158,-1.651052631578948,0.054210526315790306
breached,-0.37803921568627463,-0.7350980392156861,-1.6527450980392162
sharp,0.4299999999999999,-0.13500000000000004,-1.4405555555555563
noble,0.262,0.9129999999999999,5.675000000000001
annuity,-0.2000000000000003,-0.8970000000000002,-1.3369999999999997
contaminant,-0.3579797979797981,-0.8976767676767676,0.42353535353535365
thereon,-0.36627450980392157,0.7629411764705883,0.6452941176470596
authoritative,1.8454901960784316,0.664901960784314,-0.6723529411764702
certify,2.72,2.241372549019608,2.096274509803922
ranking,-1.79,-1.6949999999999996,-4.003
differently,-0.9506249999999999,-0.8237499999999999,-4.14875
maryland,-0.42166666666666686,0.3141666666666669,-4.437916666666665
inland,-0.2364835164835165,0.04824175824175836,1.5053846153846167
ofac,1.1804761904761907,0.29261904761904733,-0.21928571428571433
outbreak,0.41263157894736746,-1.0331578947368412,-6.2226315789473645
protecting,,,
aforementioned,0.5577777777777776,-0.9238888888888893,-2.373888888888888
dgd,-2.52842105263158,-1.651052631578948,0.054210526315790306
discontinue,0.7623809523809525,-0.03785714285714272,1.778809523809524
leaving,1.1743749999999995,0.6574999999999996,3.92625
whereas,1.530625,1.6168749999999996,2.2543749999999996
licensing,3.0838095238095247,3.102619047619048,4.212142857142859
legality,-0.33,-1.169,-2.5450000000000004
golden,-0.8206593406593407,-0.8812087912087915,2.0484615384615386
solicitation,0.20761904761904795,-0.047380952380952364,-0.40690476190476177
reassess,-0.21066666666666686,0.902,3.0940000000000007
cavern,-2.543030303030303,-2.5306060606060607,-0.7932323232323228
